id1,id2,value
96,292,0.262508
96,45,0.219306
96,223,0.181042
96,256,0.178058
96,72,0.165489
96,347,0.1522
96,600,0.146193
96,152,0.14603
740,478,0.204956
740,16,0.0786435
740,55,0.075064
740,67,0.0377345
740,605,0.0359657
740,347,0.0342322
740,632,0.0336629
740,708,0.0326074
740,622,0.0322035
740,43,0.0306899
559,200,0.19969
559,485,0.195798
559,98,0.165086
559,53,0.0913082
559,16,0.0724329
559,310,0.0645043
559,378,0.0633746
559,554,0.0569052
559,701,0.0517325
559,297,0.0514247
555,361,0.134966
555,83,0.0954358
555,651,0.0925316
555,2330,0.0844872
555,358,0.08069
555,39,0.0792427
555,372,0.0765845
555,281,0.0696933
555,665,0.0588242
555,307,0.0528479
554,53,0.22158
554,367,0.207796
554,296,0.17008
554,724,0.137534
554,553,0.135595
554,298,0.127535
554,319,0.10662
554,640,0.10586
554,98,0.0967436
554,602,0.0946319
557,66,0.105562
557,665,0.0939077
557,76,0.0875832
557,1380,0.087318
557,282,0.0845965
557,1691,0.0660729
557,336,0.0598781
557,16,0.0509004
557,492,0.047873
557,299,0.0439062
556,43,0.226511
556,363,0.109036
556,44,0.0811293
556,476,0.0732077
556,300,0.0707683
556,320,0.0689977
556,69,0.0672481
556,56,0.0661266
556,552,0.0653907
556,710,0.0646266
551,2,0.231389
551,57,0.229735
551,35,0.217429
551,720,0.15221
551,47,0.12748
551,44,0.0971797
551,599,0.0894267
551,244,0.0855573
551,88,0.0852449
551,125,0.0799549
550,290,0.360754
550,1889,0.142127
550,1691,0.0999233
550,731,0.0993847
550,104,0.0961197
550,309,0.0954191
550,467,0.0917594
550,641,0.0881589
550,1397,0.0867888
550,150,0.0840974
553,343,0.275504
553,296,0.182356
553,298,0.156493
553,554,0.135595
553,1474,0.107528
553,65,0.105217
553,367,0.0972261
553,53,0.0939618
553,722,0.0919658
553,14,0.0781232
552,215,0.147699
552,377,0.0709961
552,604,0.0702784
552,556,0.0653907
552,320,0.0587035
552,9,0.0558819
552,502,0.0550416
552,498,0.0549719
552,367,0.0512049
552,363,0.0509507
3067,271,0.107121
3067,347,0.0966254
3067,64,0.0677499
3067,80,0.0656251
3067,2026,0.0651794
3067,85,0.0583966
3067,361,0.0576382
3067,606,0.0459752
3067,351,0.0427092
3067,38,0.0357563
2345,39,0.193247
2345,10,0.148173
2345,717,0.113312
2345,285,0.111579
2345,561,0.110997
2345,215,0.102925
2345,294,0.0984292
2345,352,0.0978871
2345,102,0.0920982
2345,31,0.083719
1,68,0.138713
1,331,0.125753
1,323,0.123371
1,24,0.120564
1,75,0.113403
1,342,0.0847154
1,16,0.0788709
1,50,0.073183
1,586,0.0691636
1,706,0.0673836
1691,1396,0.16517
1691,632,0.108479
1691,550,0.0999233
1691,5,0.0878002
1691,2001,0.0815454
1691,475,0.0798228
1691,482,0.0706923
1691,300,0.0699107
1691,364,0.0663843
1691,557,0.0660729
155,148,0.185978
155,682,0.172256
155,605,0.159576
155,2183,0.104208
155,253,0.0906646
155,176,0.087201
155,246,0.0775719
155,122,0.0726432
155,474,0.0613303
155,162,0.057075
148,712,0.228164
148,155,0.185978
148,266,0.132373
148,122,0.122147
148,162,0.120971
148,366,0.107815
148,1376,0.105362
148,725,0.0978121
148,2069,0.077735
148,55,0.0634326
1889,9,0.253136
1889,663,0.145622
1889,550,0.142127
1889,272,0.118203
1889,479,0.113825
1889,290,0.0916796
1889,738,0.0685194
1889,1160,0.0685128
1889,104,0.062756
1889,1116,0.0534616
2129,494,0.138769
2129,292,0.0988747
2129,694,0.09544
2129,343,0.0755665
2129,29,0.0725218
2129,258,0.0721467
2129,45,0.0679999
2129,492,0.06555
2129,351,0.0624765
2129,468,0.0612472
1473,59,0.205313
1473,14,0.152916
1473,259,0.11231
1473,675,0.106511
1473,586,0.0944958
1473,85,0.0940515
1473,70,0.0903253
1473,729,0.0837656
1473,582,0.0790579
1473,333,0.0770108
1474,502,0.24686
1474,587,0.171281
1474,83,0.156114
1474,76,0.150164
1474,493,0.137242
1474,735,0.132821
1474,553,0.107528
1474,606,0.0989637
1474,1117,0.0924549
1474,675,0.0913329
680,476,0.337675
680,724,0.131979
680,285,0.107209
680,631,0.0927828
680,1162,0.0912276
680,641,0.0611823
680,604,0.0602115
680,315,0.0594465
680,1485,0.0509482
680,317,0.0494192
682,331,0.260412
682,176,0.244004
682,472,0.241896
682,64,0.209123
682,318,0.207896
682,122,0.177949
682,155,0.172256
682,332,0.154036
682,38,0.149595
682,71,0.135971
2714,292,0.150195
2714,36,0.0720395
2714,16,0.0658325
2714,381,0.0623218
2714,583,0.0568242
2714,642,0.0509157
2714,491,0.0496577
2714,271,0.0466968
2714,1485,0.042824
2714,308,0.0416271
498,730,0.0777715
498,317,0.073229
498,501,0.0692258
498,552,0.0549719
498,311,0.0542055
498,107,0.0490456
498,155,0.0484002
498,2136,0.0457013
498,676,0.0454608
498,382,0.0447609
499,27,0.474316
499,302,0.258051
499,382,0.195786
499,316,0.152429
499,1120,0.136741
499,378,0.120598
499,705,0.113739
499,1397,0.107909
499,69,0.0737132
499,349,0.0712941
135,587,0.150444
135,488,0.140766
135,51,0.117074
135,336,0.110716
135,101,0.100397
135,47,0.0971738
135,267,0.0863294
135,705,0.0848496
135,467,0.0757148
135,632,0.0736592
494,2129,0.138769
494,1398,0.126432
494,343,0.123985
494,486,0.0804926
494,703,0.0785856
494,26,0.0758917
494,75,0.0548048
494,2329,0.0463693
494,45,0.0448213
494,622,0.0435181
495,263,0.135932
495,377,0.124041
495,346,0.100326
495,308,0.0999187
495,162,0.092025
495,299,0.0916237
495,71,0.0911237
495,246,0.0879263
495,551,0.0736015
495,76,0.0712523
496,101,0.111096
496,298,0.0562386
496,254,0.0551396
496,554,0.0472851
496,259,0.0436857
496,70,0.0424246
496,98,0.0417105
496,553,0.04037
496,601,0.0399831
496,180,0.037323
497,658,0.164615
497,278,0.106333
497,290,0.0966948
497,311,0.0856893
497,1397,0.0827654
497,119,0.0822702
497,10,0.0793323
497,9,0.0788887
497,490,0.077049
497,382,0.0739274
490,150,0.206158
490,9,0.160475
490,272,0.101093
490,372,0.0970905
490,2001,0.0928825
490,587,0.0922061
490,502,0.0892389
490,735,0.0853336
490,658,0.0843446
490,620,0.080263
491,624,0.223518
491,313,0.140847
491,139,0.12949
491,475,0.117353
491,729,0.0930358
491,468,0.061029
491,78,0.05834
491,1474,0.0582324
491,150,0.0564829
491,181,0.0543781
492,291,0.113021
492,694,0.0980758
492,293,0.0844142
492,488,0.0760241
492,135,0.0689225
492,2129,0.06555
492,335,0.0635932
492,189,0.0565887
492,561,0.0527484
492,166,0.0513698
493,55,0.15693
493,89,0.156738
493,502,0.147065
493,1474,0.137242
493,735,0.136014
493,587,0.115647
493,76,0.0990491
493,83,0.098752
493,714,0.09817
493,482,0.0970628
24,331,0.29207
24,721,0.133074
24,3,0.124452
24,1,0.120564
24,706,0.120442
24,326,0.114861
24,12,0.105964
24,180,0.105354
24,703,0.0912871
24,184,0.0880345
25,72,0.37025
25,256,0.216401
25,64,0.176166
25,281,0.170737
25,193,0.110894
25,152,0.103249
25,326,0.102789
25,276,0.0976511
25,49,0.0967406
25,96,0.0928856
26,107,0.169575
26,20,0.110458
26,336,0.103168
26,60,0.0869721
26,193,0.0807626
26,494,0.0758917
26,327,0.0744453
26,361,0.0661778
26,335,0.0627596
26,180,0.062751
27,499,0.474316
27,302,0.397156
27,382,0.296605
27,316,0.268514
27,1120,0.213473
27,1397,0.132204
27,338,0.119555
27,476,0.116174
27,184,0.106468
27,378,0.0932529
20,702,0.348341
20,21,0.204244
20,46,0.200331
20,180,0.170335
20,312,0.161527
20,107,0.160944
20,1117,0.129182
20,85,0.124151
20,26,0.110458
20,60,0.106053
21,1117,0.428089
21,474,0.24212
21,20,0.204244
21,60,0.195633
21,18,0.153939
21,70,0.138856
21,728,0.126134
21,36,0.0943625
21,52,0.0912336
21,340,0.0821517
22,336,0.246007
22,363,0.14205
22,1380,0.0596579
22,14,0.0540219
22,44,0.0438078
22,365,0.0412479
22,63,0.0353196
22,184,0.028677
22,29,0.024937
22,66,0.0246344
23,707,0.148434
23,59,0.140402
23,259,0.125125
23,675,0.121583
23,85,0.10919
23,70,0.103615
23,702,0.0972056
23,582,0.0933787
23,275,0.0910826
23,561,0.067889
28,357,0.243921
28,63,0.139941
28,325,0.131083
28,37,0.117651
28,44,0.0930128
28,358,0.0901979
28,381,0.0816341
28,33,0.0780379
28,302,0.0722495
28,377,0.0712734
29,184,0.161261
29,293,0.0935498
29,2129,0.0725218
29,336,0.064886
29,666,0.0520944
29,370,0.0467994
29,26,0.0456478
29,44,0.0417558
29,101,0.0378348
29,65,0.0376977
1376,349,0.171354
1376,605,0.163332
1376,602,0.117935
1376,711,0.115146
1376,714,0.113408
1376,148,0.105362
1376,672,0.0985664
1376,713,0.0944993
1376,306,0.0903632
1376,286,0.0858282
379,275,0.151621
379,361,0.107411
379,348,0.105013
379,663,0.0815037
379,72,0.0567103
379,86,0.0563113
379,57,0.046731
379,281,0.0444134
379,267,0.0374182
379,553,0.0373732
378,588,0.272203
378,376,0.121783
378,499,0.120598
378,27,0.0932529
378,1120,0.0915992
378,382,0.0820223
378,735,0.0681288
378,1398,0.0667497
378,582,0.0665794
378,559,0.0633746
371,256,0.137828
371,284,0.116589
371,281,0.113061
371,104,0.112269
371,72,0.102529
371,342,0.087386
371,319,0.0827829
371,326,0.0806249
371,59,0.0778482
371,68,0.0770685
370,365,0.186303
370,583,0.127062
370,722,0.110032
370,89,0.102238
370,341,0.101451
370,304,0.0963253
370,2330,0.0901364
370,68,0.079737
370,372,0.074327
370,333,0.0743245
373,49,0.0866535
373,703,0.0802166
373,695,0.0800044
373,337,0.0758882
373,585,0.070226
373,68,0.0695828
373,1,0.0668523
373,7,0.0650195
373,296,0.0642418
373,75,0.0629785
372,311,0.233338
372,588,0.125161
372,300,0.119116
372,1120,0.118241
372,582,0.116959
372,736,0.110248
372,490,0.0970905
372,358,0.0968138
372,2330,0.0876791
372,555,0.0765845
375,582,0.215233
375,1397,0.208711
375,259,0.123906
375,85,0.119141
375,675,0.114725
375,184,0.108167
375,731,0.10743
375,70,0.107367
375,298,0.100765
375,44,0.0816392
374,314,0.249058
374,472,0.245987
374,486,0.149386
374,292,0.11743
374,343,0.10801
374,1127,0.102596
374,50,0.0742637
374,367,0.054995
374,356,0.052702
374,176,0.0526299
377,263,0.127191
377,495,0.124041
377,361,0.0886343
377,366,0.0841158
377,246,0.0770085
377,599,0.0732989
377,28,0.0712734
377,552,0.0709961
377,122,0.0574769
377,356,0.0571821
376,378,0.121783
376,42,0.113428
376,499,0.0675121
376,14,0.0616898
376,335,0.059662
376,694,0.0560805
376,79,0.0543985
376,710,0.0540241
376,363,0.0511135
376,315,0.0510171
708,42,0.170364
708,62,0.137666
708,65,0.13267
708,342,0.0800132
708,706,0.0695974
708,166,0.0676779
708,86,0.0636719
708,125,0.0602698
708,223,0.0519346
708,153,0.050629
2906,1398,0.123944
2906,66,0.0988487
2906,705,0.0777033
2906,153,0.0764023
2906,1157,0.0680982
2906,328,0.0629855
2906,479,0.0596517
2906,298,0.049976
2906,2069,0.0491109
2906,364,0.0474434
705,263,0.1182
705,499,0.113739
705,2001,0.100929
705,308,0.0964784
705,135,0.0848496
705,258,0.0847189
705,2906,0.0777033
705,2183,0.0718405
705,246,0.06716
705,503,0.0642914
706,86,0.218396
706,192,0.214704
706,342,0.169998
706,1975,0.148074
706,331,0.126641
706,8,0.122195
706,24,0.120442
706,62,0.0952249
706,158,0.0907653
706,641,0.0854902
707,672,0.148503
707,23,0.148434
707,38,0.141789
707,727,0.108867
707,258,0.0850292
707,288,0.0834247
707,333,0.0794428
707,15,0.0764406
707,50,0.0754761
707,623,0.0609065
700,104,0.268628
700,180,0.219861
700,46,0.212607
700,80,0.11806
700,318,0.112306
700,11,0.100618
700,20,0.0965919
700,321,0.0956739
700,57,0.0884749
700,286,0.0883564
701,200,0.172198
701,86,0.101044
701,192,0.092605
701,485,0.0741612
701,310,0.0623673
701,16,0.0602713
701,583,0.0578971
701,500,0.0573176
701,559,0.0517325
701,98,0.051446
702,20,0.348341
702,312,0.177381
702,59,0.109075
702,23,0.0972056
702,675,0.0860856
702,259,0.0835426
702,606,0.0826628
702,285,0.0772561
702,71,0.0755416
702,85,0.0693298
703,2026,0.278444
703,45,0.190402
703,331,0.111813
703,24,0.0912871
703,11,0.0910837
703,48,0.0840984
703,373,0.0802166
703,340,0.0798576
703,494,0.0785856
703,101,0.0675819
88,720,0.196384
88,472,0.11505
88,78,0.110668
88,367,0.106262
88,305,0.10139
88,259,0.0931328
88,60,0.0906383
88,57,0.0902937
88,551,0.0852449
88,717,0.0832209
89,55,0.268387
89,471,0.162688
89,493,0.156738
89,370,0.102238
89,583,0.0926861
89,675,0.0745561
89,365,0.0704883
89,92,0.067825
89,305,0.067097
89,304,0.066848
1485,292,0.145409
1485,642,0.121809
1485,55,0.117608
1485,1162,0.0867071
1485,71,0.0837292
1485,309,0.0713979
1485,476,0.0638928
1485,702,0.0629095
1485,735,0.0564937
1485,2129,0.0555302
82,504,0.692646
82,478,0.497684
82,20,0.0483241
82,289,0.0423501
82,62,0.0398138
82,102,0.0350417
82,104,0.0327094
82,180,0.0291187
82,561,0.0284376
82,85,0.0273834
83,487,0.241894
83,502,0.196588
83,1474,0.156114
83,598,0.150171
83,306,0.137882
83,337,0.133764
83,355,0.130362
83,587,0.12557
83,76,0.117535
83,305,0.10592
80,46,0.340437
80,2007,0.308392
80,72,0.284228
80,468,0.222437
80,102,0.168659
80,700,0.11806
80,11,0.103
80,20,0.102171
80,152,0.0958578
80,272,0.0915001
86,706,0.218396
86,192,0.147323
86,342,0.110969
86,701,0.101044
86,56,0.0942327
86,62,0.0830204
86,1122,0.0755938
