id1,id2,value
86,8,0.073346
86,59,0.0687843
86,708,0.0636719
87,504,0.114673
87,16,0.0927361
87,184,0.0905172
87,736,0.0865629
87,272,0.0825238
87,1122,0.0675957
87,589,0.0496091
87,27,0.0421251
87,351,0.04161
87,298,0.0397613
84,76,0.199103
84,181,0.136807
84,331,0.0924267
84,246,0.088602
84,503,0.0880956
84,480,0.0863143
84,605,0.0735349
84,712,0.0719072
84,356,0.0643916
84,2001,0.0595899
85,675,0.284329
85,259,0.269395
85,70,0.225286
85,582,0.194165
85,59,0.148295
85,298,0.130302
85,20,0.124151
85,290,0.123941
85,375,0.119141
85,9,0.113054
7,50,0.179082
7,367,0.162444
7,68,0.121736
7,52,0.0941302
7,283,0.0939443
7,49,0.0849739
7,297,0.0728442
7,373,0.0650195
7,332,0.0512266
7,48,0.0500178
586,90,0.112872
586,1473,0.0944958
586,38,0.0698851
586,1,0.0691636
586,694,0.0691374
586,272,0.0659209
586,729,0.0636549
586,488,0.0636072
586,68,0.0622466
586,59,0.0596308
587,502,0.208951
587,1474,0.171281
587,135,0.150444
587,83,0.12557
587,35,0.122589
587,76,0.121187
587,675,0.118962
587,493,0.115647
587,735,0.109124
587,490,0.0922061
584,67,0.14354
584,57,0.0941606
584,47,0.0904557
584,78,0.0883105
584,667,0.0802111
584,288,0.0767224
584,40,0.069681
584,8,0.0684893
584,358,0.0671813
584,283,0.0650275
585,95,0.127935
585,2329,0.093672
585,339,0.0912504
585,373,0.070226
585,730,0.06597
585,2,0.0642131
585,623,0.0552199
585,125,0.0469049
585,706,0.0395734
585,502,0.0387788
582,588,0.267766
582,675,0.230666
582,259,0.21785
582,375,0.215233
582,1120,0.214397
582,85,0.194165
582,70,0.170649
582,736,0.15811
582,165,0.148873
582,298,0.121453
583,370,0.127062
583,36,0.103506
583,304,0.0977426
583,89,0.0926861
583,57,0.0891307
583,365,0.087527
583,16,0.0724262
583,341,0.0717149
583,271,0.0633987
583,701,0.0578971
581,1161,0.264743
581,267,0.224948
581,722,0.205996
581,165,0.194377
581,361,0.191566
581,353,0.191327
581,78,0.185134
581,320,0.175916
581,625,0.108578
581,1394,0.107794
588,378,0.272203
588,582,0.267766
588,1120,0.230747
588,736,0.163803
588,667,0.1324
588,165,0.129212
588,372,0.125161
588,368,0.0976584
588,292,0.0918939
588,189,0.066682
589,254,0.12691
589,91,0.0980241
589,102,0.093856
589,501,0.0763591
589,1116,0.0754368
589,80,0.0669241
589,370,0.0557437
589,87,0.0496091
589,703,0.043826
589,630,0.0401906
244,44,0.193041
244,57,0.148498
244,288,0.136094
244,719,0.12549
244,47,0.111406
244,602,0.0933043
244,49,0.0904803
244,551,0.0855573
244,698,0.0846536
244,92,0.0779317
246,263,0.223122
246,710,0.207658
246,253,0.148446
246,672,0.144617
246,95,0.140115
246,122,0.108251
246,84,0.088602
246,495,0.0879263
246,727,0.0845379
246,155,0.0775719
242,345,0.323109
242,1397,0.150367
242,295,0.140716
242,737,0.116053
242,717,0.109313
242,632,0.103214
242,165,0.100477
242,367,0.0984004
242,223,0.0894248
242,42,0.0780343
606,354,0.165527
606,366,0.108952
606,1474,0.0989637
606,32,0.0835732
606,702,0.0826628
606,1396,0.0823212
606,1394,0.0811107
606,714,0.0807247
606,682,0.0719624
606,490,0.0711104
248,223,0.171891
248,287,0.151023
248,34,0.0998698
248,54,0.0801345
248,283,0.0779091
248,276,0.0672158
248,73,0.0669241
248,489,0.0626009
248,600,0.0622206
248,83,0.0553807
623,730,0.0887642
623,292,0.0813517
623,2007,0.0668349
623,2329,0.0659706
623,125,0.0633375
623,707,0.0609065
623,697,0.0598493
623,158,0.0598468
623,481,0.0555383
623,585,0.0552199
622,630,0.151572
622,698,0.136527
622,343,0.0531667
622,291,0.0465966
622,365,0.0436575
622,494,0.0435181
622,336,0.0434451
622,2129,0.0433213
622,42,0.0423448
622,640,0.0411953
621,475,0.172829
621,303,0.0576341
621,650,0.052343
621,1474,0.0497514
621,737,0.0450724
621,10,0.0396062
621,491,0.0388544
621,2137,0.0378716
621,314,0.0366591
621,39,0.0356296
620,358,0.112493
620,30,0.0892618
620,1120,0.0822868
620,490,0.080263
620,469,0.0764117
620,736,0.0760032
620,355,0.0743703
620,2330,0.0715089
620,482,0.0704482
620,720,0.068974
625,78,0.174499
625,360,0.14399
625,599,0.133989
625,283,0.127121
625,581,0.108578
625,316,0.106737
625,694,0.0812228
625,181,0.0781061
625,2,0.071232
625,30,0.0705271
624,313,0.349078
624,475,0.303677
624,491,0.223518
624,150,0.141663
624,327,0.136914
624,119,0.13143
624,78,0.123264
624,297,0.0694857
624,306,0.0682204
624,31,0.0616535
176,472,0.316584
176,331,0.248515
176,682,0.244004
176,318,0.232557
176,122,0.225044
176,64,0.220212
176,38,0.214585
176,332,0.187771
176,602,0.186827
176,314,0.166998
1120,588,0.230747
1120,582,0.214397
1120,27,0.213473
1120,499,0.136741
1120,736,0.129505
1120,489,0.126599
1120,372,0.118241
1120,302,0.113873
1120,165,0.103425
1120,378,0.0915992
180,104,0.361184
180,700,0.219861
180,101,0.203467
180,20,0.170335
180,107,0.147585
180,98,0.132382
180,46,0.127961
180,102,0.118409
180,331,0.112525
180,24,0.105354
181,360,0.313165
181,76,0.232846
181,316,0.226455
181,84,0.136807
181,285,0.112322
181,331,0.106353
181,480,0.102725
181,676,0.0971231
181,356,0.0893694
181,200,0.08614
184,44,0.189407
184,29,0.161261
184,8,0.157117
184,290,0.140518
184,375,0.108167
184,1398,0.107326
184,27,0.106468
184,331,0.0916938
184,87,0.0905172
184,24,0.0880345
651,470,0.631734
651,489,0.150526
651,73,0.141958
651,555,0.0925316
651,361,0.0749615
651,475,0.0616637
651,281,0.0547773
651,308,0.0546958
651,242,0.0519537
651,292,0.0511071
189,279,0.361694
189,600,0.262286
189,501,0.176479
189,276,0.168021
189,96,0.132009
189,102,0.0956944
189,25,0.0900706
189,485,0.0876237
189,41,0.0746442
189,323,0.0720374
658,497,0.164615
658,267,0.146588
658,290,0.13742
658,119,0.124937
658,278,0.120523
658,1397,0.114934
658,728,0.110827
658,348,0.105959
658,633,0.0918195
658,6,0.0877748
650,37,0.169387
650,107,0.103664
650,1117,0.095097
650,606,0.0666132
650,1474,0.0604293
650,26,0.0576105
650,621,0.052343
650,1396,0.0466889
650,301,0.0460633
650,193,0.0432499
1127,367,0.123175
1127,348,0.108755
1127,374,0.102596
1127,292,0.0616036
1127,356,0.0540113
1127,310,0.0431031
1127,605,0.040558
1127,328,0.0403344
1127,560,0.0398815
1127,494,0.0392403
11,46,0.184972
11,321,0.16984
11,80,0.103
11,700,0.100618
11,48,0.097082
11,152,0.0935374
11,294,0.0928345
11,703,0.0910837
11,20,0.0844475
11,69,0.0743019
10,2345,0.148173
10,285,0.1285
10,294,0.121295
10,326,0.113873
10,332,0.0896894
10,49,0.0865642
10,497,0.0793323
10,181,0.0766556
10,102,0.0748206
10,296,0.0731963
13,347,0.246798
13,223,0.19978
13,310,0.0899567
13,31,0.0883896
13,67,0.0875025
13,15,0.0832926
13,215,0.0678447
13,23,0.0668123
13,319,0.0650575
13,69,0.0518705
12,312,0.170515
12,3,0.15569
12,289,0.130886
12,331,0.111487
12,24,0.105964
12,200,0.0725241
12,2183,0.0721578
12,485,0.063435
12,31,0.0586965
12,64,0.0576166
15,13,0.0832926
15,362,0.0820892
15,707,0.0764406
15,23,0.0642611
15,14,0.0557574
15,288,0.0541176
15,158,0.0533253
15,727,0.0517172
15,98,0.0516764
15,275,0.044097
14,604,0.285525
14,471,0.259011
14,335,0.221639
14,1473,0.152916
14,553,0.0781232
14,700,0.0746239
14,59,0.0693333
14,376,0.0616898
14,26,0.0558405
14,15,0.0557574
16,694,0.117959
16,79,0.101267
16,87,0.0927361
16,1,0.0788709
16,740,0.0786435
16,559,0.0724329
16,583,0.0724262
16,2714,0.0658325
16,50,0.0651508
16,275,0.0646034
19,369,0.0668165
19,331,0.0605526
19,24,0.0586323
19,180,0.0539532
19,2745,0.0367369
19,721,0.0332363
19,32,0.0327402
19,295,0.0292973
19,139,0.0281453
19,284,0.0280338
18,474,0.17135
18,21,0.153939
18,51,0.128022
18,1119,0.119162
18,603,0.0991776
18,310,0.0966497
18,264,0.0764876
18,52,0.0763257
18,488,0.0749685
18,125,0.0736866
2026,703,0.278444
2026,45,0.249448
2026,340,0.101476
2026,295,0.0744794
2026,317,0.0670334
2026,3067,0.0651794
2026,582,0.0617879
2026,284,0.0536105
2026,271,0.0455955
2026,102,0.0449141
322,271,0.123725
322,276,0.110355
322,304,0.0887305
322,38,0.0812805
322,41,0.0810357
322,180,0.0794822
322,125,0.0740115
322,483,0.072648
322,101,0.0695573
322,104,0.0675508
323,1,0.123371
323,2136,0.121922
323,68,0.108773
323,75,0.09175
323,342,0.0829236
323,334,0.0808496
323,189,0.0720374
323,371,0.0679631
323,1162,0.0665819
323,633,0.0650497
320,581,0.175916
320,1161,0.131042
320,2137,0.125705
320,364,0.103642
320,280,0.101019
320,722,0.0835661
320,737,0.0772692
320,2330,0.0755577
320,353,0.0732674
320,165,0.071711
321,11,0.16984
321,6,0.0976648
321,700,0.0956739
321,324,0.0921807
321,340,0.0900005
321,318,0.06255
321,488,0.0556981
321,32,0.0541199
321,658,0.0526173
321,280,0.0508713
326,381,0.136399
326,331,0.124814
326,24,0.114861
326,10,0.113873
326,25,0.102789
326,193,0.101388
326,697,0.100195
326,2345,0.0829252
326,285,0.0822374
326,371,0.0806249
327,624,0.136914
327,313,0.096047
327,349,0.083642
327,361,0.0790631
327,26,0.0744453
327,475,0.0740723
327,1474,0.0722304
327,150,0.071938
327,1398,0.0713467
327,502,0.0674656
324,667,0.143274
324,321,0.0921807
324,700,0.0776068
324,180,0.0746625
324,663,0.0715508
324,98,0.0468384
324,77,0.0458902
324,2001,0.0443456
324,481,0.0434636
324,318,0.0416079
325,666,0.224925
325,28,0.131083
325,737,0.0662685
325,705,0.0639749
325,607,0.0578373
325,499,0.0506337
325,695,0.0426758
325,620,0.0414697
325,52,0.0402271
325,667,0.0364412
328,695,0.139863
328,2183,0.132036
328,348,0.110531
328,342,0.0864978
328,326,0.0695427
328,2906,0.0629855
328,2329,0.0606669
328,711,0.0498581
328,59,0.0439602
328,1127,0.0403344
329,368,0.0712866
329,735,0.046686
329,295,0.046189
329,1117,0.0401131
329,354,0.0368568
329,471,0.0362601
329,319,0.0357783
329,85,0.0324544
329,335,0.0320138
329,292,0.0298139
200,485,0.248408
200,559,0.19969
200,701,0.172198
200,309,0.161079
200,275,0.124693
200,468,0.0975204
200,96,0.0947762
200,181,0.08614
200,12,0.0725241
200,189,0.0691852
77,102,0.120343
77,308,0.115238
77,275,0.113185
77,354,0.112013
77,486,0.105307
77,301,0.0924208
77,281,0.0798326
77,85,0.0779968
77,72,0.0768611
77,60,0.0737578
76,181,0.232846
76,84,0.199103
76,502,0.178624
76,665,0.162959
76,480,0.153479
76,1474,0.150164
76,282,0.141474
76,587,0.121187
76,489,0.12081
76,607,0.118008
75,54,0.208016
75,49,0.175736
75,486,0.159315
75,277,0.115992
75,38,0.113514
75,1,0.113403
75,472,0.102499
75,68,0.0979308
75,323,0.09175
75,64,0.0830023
73,350,0.155031
73,651,0.141958
73,470,0.0957809
73,313,0.0863039
73,561,0.0697425
73,248,0.0669241
73,729,0.0652824
73,355,0.0580929
73,53,0.0574568
73,6,0.0556489
72,25,0.37025
72,80,0.284228
72,256,0.173773
72,96,0.165489
72,104,0.157168
72,2007,0.154978
72,281,0.146022
72,102,0.135709
72,46,0.128179
72,275,0.117026
71,682,0.135971
71,695,0.117677
71,495,0.0911237
71,1485,0.0837292
71,676,0.0824976
71,702,0.0755416
71,2069,0.0622812
71,736,0.0591255
71,500,0.0561605
71,23,0.0543664
70,259,0.251522
70,675,0.242786
70,85,0.225286
70,728,0.200389
70,582,0.170649
70,60,0.156087
70,59,0.140455
70,21,0.138856
70,298,0.128878
70,52,0.111264
79,694,0.204795
79,42,0.103212
79,16,0.101267
79,104,0.0647426
79,700,0.0576549
79,340,0.0545922
79,376,0.0543985
79,84,0.0532671
79,586,0.052053
79,5,0.051647
78,1394,0.209718
78,581,0.185134
78,625,0.174499
78,359,0.125153
78,624,0.123264
78,88,0.110668
78,300,0.106651
78,2,0.100238
78,125,0.0891187
78,340,0.0883217
2330,255,0.123136
2330,43,0.108575
2330,2137,0.102286
2330,370,0.0901364
2330,372,0.0876791
2330,264,0.0868771
2330,300,0.084584
2330,555,0.0844872
2330,503,0.0803182
2330,320,0.0755577
667,324,0.143274
667,588,0.1324
667,582,0.104857
667,584,0.0802111
667,694,0.0760828
667,125,0.0747649
667,1120,0.0746043
667,77,0.0607899
667,658,0.0581357
667,375,0.0549624
666,325,0.224925
666,61,0.0632816
666,1157,0.0568896
666,29,0.0520944
666,364,0.0493425
666,694,0.0467859
666,607,0.0450811
666,479,0.0431251
666,680,0.040225
666,287,0.0401524
665,282,0.258787
665,76,0.162959
665,37,0.150396
665,39,0.121485
665,337,0.1139
665,43,0.10572
665,290,0.0954886
665,83,0.0944014
665,557,0.0939077
665,299,0.0911445
664,490,0.0717929
664,663,0.0629349
664,365,0.0604929
664,44,0.0533404
664,30,0.0523309
664,380,0.0509349
664,1474,0.0411507
664,465,0.0362253
664,13,0.034195
664,37,0.0337469
663,738,0.241165
663,1396,0.179212
663,9,0.148294
663,1889,0.145622
663,302,0.121669
663,503,0.120314
663,355,0.0889534
663,379,0.0815037
663,324,0.0715508
663,11,0.070544
696,125,0.0981867
696,365,0.0743806
696,18,0.0656918
696,88,0.061451
696,583,0.0534928
696,675,0.0507844
696,339,0.049937
696,315,0.048314
696,2745,0.0461617
696,667,0.0437744
697,326,0.100195
697,481,0.0605714
697,623,0.0598493
697,62,0.0562229
697,158,0.0519833
697,708,0.0469003
697,473,0.0450163
697,342,0.0413004
697,706,0.0403542
697,53,0.0397719
694,79,0.204795
694,16,0.117959
694,492,0.0980758
694,2129,0.09544
694,625,0.0812228
694,333,0.0788505
694,667,0.0760828
694,44,0.0721194
694,586,0.0691374
694,365,0.0616837
695,328,0.139863
695,482,0.135675
695,71,0.117677
695,373,0.0800044
695,289,0.0628231
695,364,0.0625453
695,162,0.0616006
695,682,0.0576629
695,348,0.0534617
695,318,0.0450764
698,602,0.2708
698,6,0.173244
698,622,0.136527
698,719,0.093683
698,244,0.0846536
698,700,0.067387
698,336,0.0555797
698,604,0.0544597
698,703,0.0491713
698,288,0.0470229
8,44,0.235467
8,192,0.181342
8,184,0.157117
8,50,0.126959
8,706,0.122195
8,277,0.107615
8,24,0.0786788
8,244,0.0771615
8,86,0.073346
8,331,0.0718355
122,472,0.277069
122,331,0.25922
122,318,0.256459
122,176,0.225044
122,64,0.224607
122,38,0.196411
122,682,0.177949
122,332,0.17426
122,162,0.148954
122,366,0.130527
125,2,0.198625
125,599,0.183754
125,339,0.182785
125,104,0.109238
125,2745,0.107382
125,696,0.0981867
125,78,0.0891187
125,98,0.0860544
125,101,0.0823973
125,551,0.0799549
2,551,0.231389
2,125,0.198625
2,599,0.164946
2,720,0.158523
2,47,0.141148
2,67,0.111113
2,78,0.100238
2,62,0.0967799
2,339,0.0897001
2,35,0.0862032
2069,676,0.130157
2069,148,0.077735
2069,2329,0.0624023
2069,71,0.0622812
2069,162,0.0534062
2069,623,0.0512792
2069,166,0.0498369
2069,2906,0.0491109
2069,253,0.0489837
2069,122,0.0429842
1380,63,0.239844
1380,66,0.192499
1380,557,0.087318
1380,311,0.0647606
1380,282,0.0642599
1380,581,0.0636713
1380,358,0.0613489
1380,37,0.060128
1380,22,0.0596579
1380,300,0.0595635
319,735,0.199912
319,554,0.10662
319,296,0.0898429
319,466,0.0850405
319,371,0.0827829
319,298,0.0785294
319,467,0.0783683
319,367,0.0722335
319,13,0.0650575
319,31,0.0647915
318,472,0.344962
318,331,0.315941
318,122,0.256459
318,64,0.255805
318,176,0.232557
318,332,0.230421
318,682,0.207896
318,38,0.1981
318,736,0.153138
318,314,0.137035
313,624,0.349078
313,475,0.238571
313,491,0.140847
313,150,0.134424
313,327,0.096047
313,73,0.0863039
313,78,0.0827856
313,483,0.0728808
313,272,0.065476
313,2345,0.0523018
312,702,0.177381
312,12,0.170515
312,20,0.161527
312,289,0.114383
312,3,0.110823
312,59,0.101234
312,2183,0.100104
312,326,0.0713999
312,344,0.0709076
312,9,0.0646076
311,372,0.233338
311,581,0.0952203
311,603,0.0942788
311,76,0.0894741
311,497,0.0856893
311,2183,0.0845445
311,359,0.0839153
311,358,0.0832808
311,78,0.0822206
311,480,0.0814827
310,603,0.241779
310,63,0.135191
310,502,0.117094
310,18,0.0966497
310,98,0.094578
310,1119,0.093506
310,13,0.0899567
310,347,0.0808412
310,223,0.0778472
310,363,0.0749657
317,271,0.141726
317,255,0.109398
317,476,0.0733425
317,498,0.073229
317,53,0.0727405
317,722,0.0726869
317,284,0.0681436
317,501,0.067361
317,2026,0.0670334
317,297,0.0596569
316,360,0.428208
316,27,0.268514
316,181,0.226455
316,499,0.152429
316,302,0.124459
316,625,0.106737
316,350,0.0980271
316,382,0.0940153
316,285,0.068018
316,30,0.0636494
315,10,0.0704879
315,680,0.0594465
315,63,0.055153
315,376,0.0510171
315,303,0.0501271
315,300,0.049536
315,696,0.048314
315,42,0.0470479
315,67,0.0414477
315,500,0.0391706
314,472,0.273774
314,374,0.249058
314,38,0.199242
314,176,0.166998
314,331,0.143896
314,560,0.143218
314,318,0.137035
314,64,0.129385
314,50,0.117767
314,332,0.115876
139,491,0.12949
139,331,0.11044
139,24,0.0842475
139,76,0.0829691
139,605,0.074758
139,181,0.0727913
139,314,0.0703106
139,68,0.0675744
139,486,0.0663104
139,10,0.0658848
3,381,0.302845
3,12,0.15569
3,331,0.129934
3,24,0.124452
3,59,0.117156
3,312,0.110823
3,289,0.0910839
3,2745,0.072667
3,264,0.0673823
3,721,0.0625434
368,588,0.0976584
368,2137,0.0811006
368,632,0.0808221
368,329,0.0712866
368,483,0.0552035
368,307,0.0542372
368,322,0.0536278
368,605,0.0520397
368,135,0.0470652
368,1398,0.0389793
369,284,0.11209
369,292,0.104241
369,272,0.0875077
369,85,0.0759669
369,19,0.0668165
369,102,0.0647196
369,675,0.0605306
369,259,0.0600869
369,353,0.0573133
369,10,0.0539739
366,122,0.130527
366,176,0.117123
366,606,0.108952
366,148,0.107815
366,719,0.0996401
366,382,0.094561
366,488,0.0895993
366,377,0.0841158
366,162,0.0820931
366,135,0.0670461
367,554,0.207796
367,345,0.168202
367,7,0.162444
367,720,0.14854
367,1127,0.123175
367,296,0.117911
367,88,0.106262
367,472,0.105931
367,242,0.0984004
367,553,0.0972261
364,1396,0.110364
364,320,0.103642
364,311,0.0689924
364,1691,0.0663843
364,695,0.0625453
364,327,0.0568106
364,729,0.0539834
364,490,0.05211
364,666,0.0493425
364,737,0.0485207
365,370,0.186303
365,583,0.087527
365,301,0.0763463
365,471,0.0760536
365,44,0.0748731
365,696,0.0743806
365,89,0.0704883
365,304,0.0704471
365,184,0.067193
365,694,0.0616837
362,303,0.15984
362,333,0.126992
362,264,0.112042
362,274,0.107374
362,301,0.08317
362,15,0.0820892
362,1397,0.0814177
362,370,0.0735367
362,352,0.0661233
362,297,0.0646204
363,22,0.14205
363,44,0.123762
363,40,0.109883
363,556,0.109036
363,47,0.0879412
363,184,0.0854741
363,67,0.0850595
363,310,0.0749657
363,561,0.0694311
363,68,0.0641701
360,316,0.428208
360,181,0.313165
360,625,0.14399
360,285,0.0966223
360,30,0.0758041
360,355,0.0577867
360,333,0.0463136
360,310,0.0350974
360,315,0.0328172
360,87,0.0327347
361,165,0.222137
361,581,0.191566
361,1161,0.18949
361,722,0.156603
361,281,0.146221
361,267,0.141649
361,555,0.134966
361,353,0.129836
361,193,0.122319
361,275,0.109582
380,348,0.150836
380,351,0.147108
380,340,0.134873
380,603,0.119541
380,737,0.113233
380,119,0.0998047
380,223,0.0918176
380,607,0.0881059
380,306,0.077686
380,735,0.0737851
381,3,0.302845
381,326,0.136399
381,28,0.0816341
381,466,0.0745283
381,473,0.0685999
381,59,0.0654616
381,2714,0.0623218
381,312,0.0500182
381,319,0.0478408
381,25,0.0389736
382,27,0.296605
382,601,0.203345
382,499,0.195786
382,302,0.163219
382,348,0.151229
382,366,0.094561
382,316,0.0940153
382,1120,0.0879524
382,378,0.0820223
382,497,0.0739274
150,490,0.206158
150,624,0.141663
150,313,0.134424
150,59,0.107456
150,475,0.0956557
150,550,0.0840974
150,267,0.0737831
150,327,0.071938
150,465,0.0591372
150,491,0.0564829
607,737,0.202105
607,603,0.13016
607,76,0.118008
607,480,0.117619
607,340,0.0902948
607,380,0.0881059
607,223,0.0867078
607,501,0.0855921
607,367,0.0772399
607,83,0.0761102
60,21,0.195633
60,70,0.156087
60,728,0.141412
60,20,0.106053
60,469,0.0936041
60,88,0.0906383
60,26,0.0869721
60,77,0.0737578
60,52,0.0708101
60,30,0.0647838
61,679,0.162899
61,68,0.146367
61,731,0.141781
61,666,0.0632816
61,291,0.0624952
61,333,0.0593212
61,57,0.0481105
61,471,0.0401754
61,723,0.0333063
61,8,0.0327409
258,1119,0.13982
258,642,0.121713
258,711,0.0934798
258,266,0.0903977
258,503,0.0860697
258,707,0.0850292
258,705,0.0847189
258,314,0.0812686
258,357,0.0726524
258,2129,0.0721467
63,1380,0.239844
63,28,0.139941
63,310,0.135191
63,37,0.120611
63,275,0.117025
63,30,0.107263
63,35,0.0893142
63,90,0.071685
63,23,0.0639811
63,363,0.0568285
64,472,0.3245
64,331,0.309194
64,318,0.255805
64,332,0.231657
64,122,0.224607
64,176,0.220212
64,682,0.209123
64,38,0.190022
64,25,0.176166
64,486,0.146685
65,53,0.154249
65,708,0.13267
65,42,0.105957
65,553,0.105217
65,282,0.0835476
65,51,0.0825949
65,135,0.0685454
65,361,0.0668946
65,371,0.0614243
65,720,0.0604038
66,1380,0.192499
66,557,0.105562
66,2906,0.0988487
66,282,0.0766252
66,587,0.0675475
66,290,0.0599943
66,682,0.0547411
66,60,0.0533107
66,474,0.0524099
66,184,0.0515754
67,47,0.263945
67,69,0.170492
67,584,0.14354
67,630,0.130802
67,40,0.112575
67,641,0.111186
67,2,0.111113
67,13,0.0875025
67,363,0.0850595
67,598,0.0641082
68,61,0.146367
68,1,0.138713
68,7,0.121736
68,323,0.108773
68,284,0.0988569
68,75,0.0979308
68,342,0.0843988
68,370,0.079737
68,550,0.0782767
68,371,0.0770685
69,67,0.170492
69,90,0.117443
69,725,0.116628
69,335,0.10687
69,51,0.101372
69,95,0.0991935
69,349,0.0791647
69,55,0.0787244
69,11,0.0743019
69,499,0.0737132
256,152,0.284845
256,281,0.282496
256,25,0.216401
256,96,0.178058
256,72,0.173773
256,276,0.144445
256,371,0.137828
256,98,0.103882
256,223,0.0850009
256,292,0.0849253
254,589,0.12691
254,554,0.0785099
254,632,0.0605219
254,588,0.0596156
254,601,0.0581904
254,501,0.0563634
254,496,0.0551396
254,1691,0.0503358
254,101,0.0487387
254,20,0.0475013
1161,581,0.264743
1161,353,0.258989
1161,722,0.258684
1161,267,0.227371
1161,165,0.217456
1161,361,0.18949
1161,633,0.140408
1161,320,0.131042
1161,48,0.113093
1161,738,0.0820597
1162,676,0.142724
1162,476,0.140279
1162,680,0.0912276
1162,1485,0.0867071
1162,600,0.0766409
1162,323,0.0665819
1162,501,0.0656616
1162,707,0.059728
1162,485,0.0585515
1162,279,0.056406
731,1397,0.193203
731,61,0.141781
731,281,0.124107
731,375,0.10743
731,550,0.0993847
731,331,0.0932768
731,24,0.0867595
731,373,0.061742
731,466,0.0575333
731,31,0.0553323
730,2183,0.123429
730,2329,0.0908462
730,623,0.0887642
730,38,0.082646
730,498,0.0777715
730,727,0.0725412
730,334,0.0676511
730,585,0.06597
730,1116,0.0606054
730,366,0.0528313
735,319,0.199912
735,502,0.163952
735,466,0.14435
735,493,0.136014
735,1474,0.132821
735,467,0.11301
735,587,0.109124
735,300,0.10033
735,83,0.0984564
735,76,0.0934624
737,345,0.202993
737,607,0.202105
737,340,0.142969
737,223,0.122418
737,242,0.116053
737,380,0.113233
737,306,0.11029
737,119,0.10117
737,632,0.0993198
737,603,0.0884921
736,588,0.163803
736,582,0.15811
736,318,0.153138
736,1120,0.129505
736,372,0.110248
736,87,0.0865629
736,165,0.076198
736,620,0.0760032
736,300,0.0687716
736,482,0.0627796
738,663,0.241165
738,1396,0.220602
738,302,0.14987
738,503,0.13989
738,475,0.108498
738,266,0.09634
738,1161,0.0820597
738,258,0.0716263
738,1889,0.0685194
738,550,0.0685075
504,82,0.692646
504,478,0.392478
504,87,0.114673
504,291,0.110926
504,14,0.0466229
504,184,0.045515
504,736,0.0354697
504,471,0.0349475
504,135,0.0333741
504,335,0.0300938
502,1474,0.24686
502,587,0.208951
502,83,0.196588
502,76,0.178624
502,735,0.163952
502,493,0.147065
502,310,0.117094
502,675,0.107654
502,158,0.0959823
502,487,0.0927668
503,1396,0.231003
503,468,0.216767
503,738,0.13989
503,479,0.129219
503,663,0.120314
503,302,0.0889761
503,84,0.0880956
503,258,0.0860697
503,2330,0.0803182
503,2001,0.073216
500,34,0.188416
500,487,0.157138
500,337,0.119617
500,305,0.0947782
500,721,0.0645492
500,736,0.0594794
500,737,0.0591743
500,701,0.0573176
500,71,0.0561605
500,267,0.054483
501,600,0.259691
501,279,0.251752
501,189,0.176479
501,485,0.174365
501,607,0.0855921
501,350,0.0819647
501,589,0.0763591
501,561,0.0755881
501,96,0.0752941
501,309,0.0728975
630,622,0.151572
630,67,0.130802
630,47,0.0797874
630,347,0.0784775
630,658,0.0640591
630,13,0.0516237
630,69,0.0514762
630,728,0.0450731
630,556,0.0410146
630,589,0.0401906
631,680,0.0927828
631,266,0.0757791
631,285,0.0726645
631,724,0.0692304
631,192,0.0609006
631,68,0.0544338
631,119,0.0514976
631,259,0.0502224
631,274,0.0486095
631,675,0.0460372
632,345,0.160878
632,1691,0.108479
632,242,0.103214
632,737,0.0993198
632,502,0.0911555
632,658,0.0819084
632,368,0.0808221
632,76,0.0803669
632,727,0.0799893
632,587,0.078935
633,1161,0.140408
633,722,0.124513
633,353,0.0932889
633,658,0.0918195
633,475,0.0754732
633,581,0.0742367
633,479,0.0719736
633,323,0.0650497
633,556,0.0641675
633,607,0.0602966
469,1118,0.108773
469,60,0.0936041
469,620,0.0764117
469,58,0.0693802
469,338,0.0675209
469,30,0.0661573
469,280,0.0621306
469,21,0.0512869
469,311,0.0508304
469,500,0.0437537
468,80,0.222437
468,503,0.216767
468,2007,0.144713
468,272,0.105436
468,72,0.101875
468,200,0.0975204
468,502,0.0864194
468,1474,0.086122
468,9,0.0830247
468,479,0.0755605
465,150,0.0591372
465,313,0.0405829
465,587,0.0390813
465,589,0.0381574
465,664,0.0362253
465,1691,0.0344111
465,267,0.0336848
465,624,0.0331892
465,663,0.0319749
465,91,0.0316743
467,96,0.33292
467,294,0.249531
467,292,0.179535
467,347,0.145791
467,223,0.141227
467,735,0.11301
467,45,0.100818
467,550,0.0917594
467,333,0.0874913
467,466,0.0799385
466,735,0.14435
466,319,0.0850405
466,467,0.0799385
466,381,0.0745283
466,152,0.0662488
466,80,0.0577953
466,731,0.0575333
466,327,0.0435212
466,342,0.042179
466,707,0.0376133
165,361,0.222137
165,1161,0.217456
165,581,0.194377
165,722,0.165624
165,353,0.153329
165,675,0.149975
165,582,0.148873
165,267,0.131397
165,588,0.129212
165,1120,0.103425
166,334,0.185142
166,41,0.113562
166,272,0.102574
166,486,0.0823277
166,708,0.0676779
166,192,0.0635295
166,706,0.0612559
166,1122,0.0597869
166,602,0.052672
166,492,0.0513698
162,95,0.232631
162,122,0.148954
162,148,0.120971
162,495,0.092025
162,366,0.0820931
162,246,0.0683564
